=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.02.21 12:52:19 =~=~=~=~=~=~=~=~=~=~=~=
073,593268
143076,593059
280966,620519
280968,621669
280970,621047
280972,622091
280974,621742ŠIntilazition AFE44xx.. 
intilazition is done
time(ms),ppg
3001,626062
3002,626062
3004,627014
3006,626863
3008,626606
3010,627697
3011,627171
3013,628138
3015,627926
3017,627742
3019,628815
3021,628254
3023,629276
3025,629055
3027,628901
3030,629943
3032,629427
3034,630426
3036,630127
3038,630072
3040,631194
3042,630624
3044,631233
3046,631205
3049,632319
3051,631730
3053,632735
3055,632193
3057,632292
3059,633314
3062,632684
3064,633016
3066,633173
3068,634124
3070,633423
3073,634323
3075,633677
3078,633811
3080,634564
3082,633848
3084,634646
3086,633982
3088,634639
3091,633723
3093,634478
3095,633579
3097,633763
3099,634194
3101,633139
3104,633762
3106,632798
3108,633025
3110,631734
3112,631906
3115,630370
3117,629814
3120,629312
3122,627293
3124,626815
3126,624779
3128,622849
3130,620512
3133,619768
3135,617453
3137,616329
3139,615159
3141,612708
3143,611921
3146,609531
3148,607318
3150,604886
3152,604076
3154,601897
3156,601055
3159,600094
3162,597941
3164,597400
3166,595474
3168,594879
3170,592275
3172,591986
3175,590366
3177,590149
3179,589806
3181,588214
3183,588339
3185,586998
3188,587157
3190,585755
3192,586114
3194,585151
3196,585541
3198,585582
3201,584588
3204,585189
3206,584357
3208,584959
3210,585137
3212,585073
3214,584310
3217,585071
3219,585193
3221,584539
3223,585414
3225,584806
3227,585643
3230,585756
3232,586167
3234,585647
3236,586543
3238,586571
3240,586234
3243,587261
3246,586772
3248,587713
3250,587789
3252,587560
3254,588210
3256,589197
3259,589251
3261,589110
3263,590325
3265,589938
3267,591014
3269,590997
3272,590959
3274,591846
3276,592995
3278,592998
3280,593046
3282,594353
3286,594042
3288,595165
3290,595074
3292,595216
3294,596513
3296,597342
3298,597188
3301,597399
3303,598657
3305,598355
3307,599508
3309,599342
3311,599631
3314,600903
3316,600503
3318,601405
3320,601786
3322,603007
3324,602638
3328,603880
3330,603655
3332,604157
3334,605277
3336,604928
3338,605814
3340,606339
3343,607346
3345,606936
3347,608100
3349,607725
3351,608363
3353,609383
3356,608928
3358,610033
3360,610269
3362,611190
3364,610655
3366,611779
3369,611324
3372,612033
3374,612879
3376,612294
3378,613396
3380,613568
3382,614291
3385,613652
3387,614665
3389,614091
3391,614793
3393,615434
3395,614784
3398,615728
3400,615139
3402,616498
3404,615786
3406,616729
3408,616172
3411,616914
3414,617433
3416,616686
3418,617654
3420,617006
3422,618329
3424,617526
3427,618477
3429,617837
3431,618598
3433,619117
3435,618366
3437,619238
3440,618591
3442,619329
3444,619014
3446,619808
3448,619218
3450,620031
3453,620485
3456,619745
3458,620573
3460,619945
3462,620778
3464,620445
3466,621339
3469,620660
3471,621515
3473,621729
3475,621145
3477,622104
3479,621489
3482,622335
3484,622445
3486,622919
3488,622307
3490,623248
3492,623288
3495,622799
3497,623816
3500,623238
3502,624156
3504,624105
3506,624740
3508,624202
3511,625099
3513,624957
3515,624734
3517,625793
3519,625222
3521,626113
3524,625954
3526,625710
3528,626217
3530,627140
3532,626893
3534,626757
3537,627795
3539,627248
3542,628174
3544,627909
3546,627751
3548,628330
3550,629279
3553,628893
3555,628866
3557,629884
3559,629357
3561,630339
3563,629941
3566,629988
3568,631034
3570,631468
3572,631035
3574,631156
3576,632210
3579,631592
3581,632571
3584,632088
3586,632361
3588,633305
3590,633679
