1020,40.63,40.98
1028,60.69,61.56
1035,71.06,71.98
1042,76.48,77.52
1049,78.7,80.59
1057,79.99,82.1
1064,80.49,82.51
1072,80.68,82.14
1079,80.68,81.82
1086,81,82.16
1093,81.13,82.61
1100,81.01,82.81
1108,80.82,82.78
1116,80.91,82.53
1123,80.95,82.28
1130,81.12,82.19
1137,81.21,82.17
1145,81.26,82.08
1153,81.12,82.07
1160,81.07,82.02
1167,81.04,82.13
1174,80.94,82.39
1181,80.88,82.62
1189,80.94,82.69
1197,80.99,82.86
1204,80.99,82.95
1211,80.83,82.8
1218,80.84,82.88
1225,80.79,82.94
1232,80.63,82.9
1241,80.74,82.64
1248,80.87,82.48
1255,81.05,82.47
1262,80.96,82.5
1269,80.91,82.63
1276,80.85,82.8
1284,80.99,82.94
1292,80.84,83.04
1299,80.8,83.04
1306,80.87,82.99
1313,80.86,83.04
1320,80.74,83.11
1328,80.64,83.33
1336,80.33,83.25
1343,80.35,83.03
1350,80.32,82.48
1357,80.37,82.45
1364,80.61,82.87
1372,80.88,83.72
1380,80.49,84.11
1387,80.38,83.7
1394,80.69,82.63
1401,81,81.44
1409,80.92,81.01
1416,80.36,81.62
1424,80.04,82.99
1431,80.15,84.17
1438,80.34,85.15
1445,80.38,85.15
1453,80.21,84.27
1460,80.18,83.2
1468,80.3,82.51
1475,80.39,82.36
1482,80.45,82.7
1489,80.55,83.05
1497,80.43,82.95
1504,80.52,82.87
1511,80.47,82.93
1519,80.5,83.16
1526,80.41,83.15
1533,80.45,83.6
1541,80.57,83.78
1548,80.69,83.88
1555,80.6,83.72
1563,80.55,83.51
1570,80.38,83.25
1577,80.41,83.34
1585,80.33,83.48
1592,80.22,83.33
1599,80.52,83.27
1607,80.52,83.19
1614,80.55,83.3
1622,80.54,83.25
1629,80.39,83.22
1636,80.3,83.19
1643,80.31,82.94
1651,80.76,82.85
1658,80.53,82.8
1666,80.5,83.02
1673,80.4,83.43
1680,80.13,83.69
1687,80.28,84.12
1695,80.38,84.25
1702,80.17,83.86
1710,80.15,83.35
1717,80.3,83.2
1724,80.48,83.32
1731,80.22,83.66
1739,80.41,83.95
1746,80.42,83.9
1754,80.35,83.6
1761,80.47,83.49
1768,80.51,83.44
1775,80.36,83.5
1782,80.37,83.75
1790,80.55,83.96
1798,80.43,84.06
1805,80.29,84.41
1812,80.17,84.42
1819,80.27,84.49
1826,80.28,84.7
1835,80.35,84.69
1842,80.2,84.46
1849,80.37,84.58
1856,80.39,84.52
1863,80.4,84.43
1870,80.57,84.35
1879,80.49,84.44
1886,80.32,84.62
1893,80.45,84.69
1900,80.45,84.75
1907,80.42,84.34
1914,80.43,84.36
1923,80.46,84.45
1930,80.36,84.39
1937,80.4,84.34
1944,80.45,84.23
1951,80.44,84.02
1958,80.55,84.04
1966,80.61,83.8
1974,80.62,83.33
1981,80.76,82.85
1988,80.9,82.7
1995,80.84,82.9
2002,81.4,83.4
2010,81.36,83.98
2018,81.18,83.74
2025,81.34,83.33
2032,81.15,82.51
2039,81.01,81.99
2046,80.51,82.21
2054,80.16,83.34
2062,79.98,84.61
2069,80.05,86
2076,80.38,86.6
2083,80.38,86.31
2091,80.3,85.31
2098,80.21,84.07
2105,80.2,83.46
2113,80.31,83.61
2120,80.3,83.85
2127,80.08,83.98
2135,80.13,83.88
2142,80.3,83.61
2149,80.29,83.2
2157,80.64,83.22
2164,80.7,83.4
2171,80.73,83.41
2179,80.71,83.48
2186,80.75,83.55
2193,80.63,83.5
2201,80.7,83.35
2208,80.81,83.38
2215,80.82,83.31
2223,80.84,83.15
2230,81.01,83.1
2237,81.04,83.04
2245,81.08,83.23
