1020,39.13,42.4
1028,58.74,63.74
1035,68.64,74.32
1042,73.31,79.66
1049,75.56,82.22
1057,76.93,83.5
1064,77.61,84.44
1072,78.42,85.18
1079,78.47,85.47
1086,78.44,85.13
1093,78.63,84.52
1101,78.65,83.66
1108,78.47,82.92
1116,78.31,82.87
1123,78.12,84.02
1130,78.27,85.51
1137,78.36,87.03
1144,78.41,87.29
1153,78.19,86.09
1160,78.15,84.35
1167,78.19,83.39
1174,78.35,83.38
1181,78.35,84.07
1188,78.17,84.72
1197,78.2,85.05
1204,78.27,84.99
1211,78.39,85.06
1218,78.51,85.11
1225,78.5,85.18
1232,78.63,85.24
1241,78.62,85.22
1248,78.72,85.04
1255,78.63,84.77
1262,78.39,84.63
1269,78.45,84.52
1276,78.47,84.49
1284,78.59,84.42
1292,78.44,84.29
1299,78.56,84.24
1306,78.46,84.43
1313,78.54,84.29
1320,78.68,84.08
1329,78.83,83.6
1336,78.59,83.16
1343,78.27,83.09
1350,78.12,83.31
1357,78.28,83.85
1364,78.31,84.51
1372,78.45,84.61
1380,78.52,84.32
1387,78.33,83.95
1394,78.28,84.18
1401,78.15,84.55
1409,78.16,84.95
1416,78.05,85.36
1424,77.97,85.28
1431,77.93,85.14
1438,78.13,85
1445,78.18,84.85
1453,78.33,84.87
1460,78.17,85.07
1468,78.19,85.14
1475,78.32,85.14
1482,78.22,85.08
1489,78.23,84.85
1497,77.98,84.72
1504,78.04,84.71
1511,78,84.67
1519,78.14,84.75
1526,78.16,84.88
1533,77.93,84.99
1541,77.9,84.9
1548,77.87,85.06
1555,78.1,85.17
1562,78.03,85.32
1570,78.1,85.44
1577,78,85.3
1585,77.93,84.97
1592,78.06,84.78
1599,78.02,84.67
1606,77.97,84.54
1614,77.79,84.61
1622,77.84,84.65
1629,77.8,84.66
1636,77.92,84.84
1643,77.88,84.77
1650,77.9,84.81
1657,77.79,84.94
1666,77.73,85.26
1673,77.6,85.3
1680,77.58,85.13
1687,77.47,84.49
1694,77.46,84.67
1701,77.58,85.28
1710,77.94,85.39
1717,77.8,85.39
1724,77.97,85.06
1731,78.01,84.55
1738,77.88,83.72
1745,77.44,83.09
1754,76.8,83.32
1761,76.63,84.42
1768,76.85,86
1775,76.86,87.08
1782,77.03,86.76
1789,77.01,85.17
1797,76.88,83.52
1805,77.08,82.74
1812,77.19,82.9
1819,77.29,83.56
1826,77.32,83.97
1833,77.11,84.19
1841,76.93,84.39
1849,76.98,84.43
1856,77.17,84.94
1863,77.08,85.26
1870,76.99,85.14
1878,76.93,85.01
1885,77,84.57
1893,76.99,84.43
1900,76.97,84.3
1907,77.08,84.21
1914,77.12,84.09
1922,77.17,84.09
1929,77.18,84.03
1936,76.97,84.51
1944,76.97,84.85
1951,76.88,84.74
1958,76.73,84.3
1966,77.35,83.84
1973,77.11,83.61
1980,76.32,83.76
1988,76.5,84.28
1995,76.65,84.75
2002,76.8,85.05
2010,77.09,84.89
2017,77.08,84.26
2024,77.02,83.76
2031,77.06,83.83
2039,77.18,84.28
2046,76.96,84.66
2054,77.01,84.4
2061,76.98,84.25
2068,76.99,84.13
2075,76.91,84.27
2083,76.99,84.64
2091,76.97,84.83
2098,76.98,84.79
2105,77.09,84.67
2112,76.94,84.7
2119,76.9,84.88
2126,76.98,84.75
2135,77,84.96
2142,76.87,84.96
2149,76.87,85.2
2156,77.04,85.11
2163,77.05,85.11
2170,77.17,84.99
2178,76.95,84.92
2186,77.01,85.09
2193,76.98,85.1
2200,77.15,84.97
2207,77.16,84.88
2214,77.23,84.72
2222,77.26,84.78
2230,77.06,84.79
2237,77.22,84.76
2244,77.24,84.65
2251,77.31,84.64
2258,77.19,84.73
2266,77.23,84.76
2273,77.19,84.55
2281,77.2,84.21
2288,77.12,84.01
2295,77.01,84.44
2302,77.17,85
2310,77.48,85.48
2317,78.03,85.24
2325,77.45,84.77
2332,77.05,84.07
2339,77.34,83.07
2347,77.26,86.39
2354,77.11,85.75
2361,77.11,86.52
2369,77.27,87.35
2376,77.33,87.66
2383,77.25,86.79
2391,77.18,85.2
2398,77.21,83.93
2405,77.31,83.49
2413,77.46,83.83
2420,77.53,84.51
2427,77.41,84.69
2435,77.34,84.58
2442,77.41,84.44
2449,77.4,84.4
2457,77.57,84.74
2464,77.55,85.04
2471,77.63,85
2479,77.78,85.04
2486,77.8,84.79
2493,77.86,84.51
2501,77.82,84.47
2508,77.96,84.48
2515,77.91,84.69
2523,77.89,84.75
2530,77.81,84.89
2537,77.79,85.12
2544,77.73,85.34
2552,77.8,85.17
2560,78.07,84.42
2567,77.79,83.95
2574,77.48,83.6
2581,77.58,83.9
2588,77.62,84.68
2596,77.54,85.19
2604,77.66,85.3
2611,77.86,84.75
2618,77.67,84.07
2625,77.65,83.87
2632,77.7,84.37
2640,77.66,84.63
2648,77.64,84.83
2655,77.65,84.71
2662,77.86,84.3
2669,77.92,84.29
2676,77.81,84.51
2683,78.11,84.54
2692,77.89,84.41
2699,77.97,84.3
2706,77.96,84.25
2713,77.97,84.3
2720,77.93,84.44
2727,77.89,84.59
2736,77.99,84.56
2743,78.01,84.58
2750,78.03,84.63
2757,78.11,84.5
2764,78.27,84.56
2771,78.23,84.4
2780,78.29,84.27
2787,78.36,84.18
2794,78.17,84.2
2801,78.34,84.09
2808,78.24,84.15
2816,78.43,84.43
2824,78.35,84.45
2831,78.23,84.41
2838,78.46,84.25
2845,78.3,84.26
2852,78.29,84.2
2860,78.42,84.32
2868,78.38,84.38
2875,78.32,84.37
2882,78.27,84.26
2889,78.11,84.02
2896,78.12,83.94
2904,78.45,84.54
2911,78.82,85.28
2919,78.39,85.55
2926,78.4,85.05
2933,78.54,83.91
2940,78.35,82.77
2948,78.21,81.8
2955,78.21,82.01
2963,78.07,83.27
2970,78.02,85.07
2977,78.12,86.49
2984,78.26,86.37
2992,78.44,84.69
2999,78.3,83.54
3007,78.38,83.17
3014,78.22,83.75
3021,78.34,83.93
3028,78.45,83.71
3036,78.58,83.68
3043,78.54,83.66
3051,78.44,83.64
3058,78.54,83.92
3065,78.55,84
3073,78.6,83.74
3080,78.53,83.69
3087,78.49,83.59
3094,78.48,83.7
3102,78.46,83.73
3109,78.32,83.8
3117,78.18,83.84
3124,78.3,84.05
3131,78.22,84.14
3138,78.28,84.34
3146,78.27,84.27
3153,78.26,84.26
3161,78.41,84.24
3168,78.62,83.74
3175,78.55,83.29
3182,78.28,83.14
3189,78.38,83.15
3197,78.4,83.58
3205,78.26,84.09
3212,78.23,84.57
3219,78.25,84.67
3226,78.28,84.25
3233,78.09,83.55
3241,78.18,83.35
3249,78.23,83.64
3256,78.11,83.91
3263,78.02,83.98
3270,78.12,83.69
3277,78.07,83.37
3286,78.04,83.26
3293,78.07,83.36
3300,78.07,83.65
3307,78.18,84
3314,78.18,83.96
3321,78.11,84.15
3330,77.96,84.22
3337,77.91,84.36
3344,78.04,84.41
3351,77.98,84.29
3358,77.79,84.28
3365,77.78,84.34
3374,77.87,84.3
3381,77.94,84.28
3388,77.81,84.25
3395,77.92,84.08
3402,77.85,84.02
3409,77.73,84.03
3417,77.68,84.09
3425,77.66,84.01
3432,77.79,83.79
3439,77.87,83.89
3446,78.04,84.01
3453,78.21,84.16
3461,78.1,84.37
3469,78.03,84.64
3476,77.97,84.82
3483,78.03,84.7
3490,77.89,84.41
3497,77.7,83.93
3505,77.72,83.59
3513,77.72,84.25
3520,78.01,84.7
3527,77.9,84.86
3534,77.9,84.49
3542,78.04,83.66
3549,78.15,82.65
3556,77.92,82.28
3564,77.41,82.72
3571,77.07,83.97
3578,77.14,85.57
3586,77.18,86.9
3593,77.27,86.81
3600,77.14,85.24
3608,77.07,83.54
3615,77.37,82.53
3622,77.52,82.92
3630,77.5,83.8
3637,77.53,84.33
3644,77.48,84.33
3652,77.55,84.5
3659,77.56,84.71
3666,77.66,84.92
3674,77.73,85.27
3681,77.73,85.09
3688,77.86,85.05
3695,77.69,84.92
3703,77.58,84.73
3710,77.43,84.57
3718,77.51,84.23
3725,77.67,84.02
3732,77.87,84.25
3739,77.76,84.7
3747,77.84,84.93
3755,77.8,85.07
3762,77.6,84.72
3769,77.46,84.56
3776,77.36,84.24
3783,77.79,83.91
3791,77.78,83.67
3799,77.45,84.08
3806,77.35,84.73
3813,77.44,85.36
3820,77.46,85.72
3827,77.48,85.41
3835,77.33,84.86
3843,77.19,84.32
3850,77.2,84.11
3857,77.26,84.26
3864,77.49,84.37
3871,77.49,84.46
3879,77.36,84.48
3887,77.14,84.61
3894,77.19,84.58
3901,77.18,84.48
3908,77.19,84.54
3915,77.09,84.6
3922,76.91,84.6
3931,77.03,84.68
3938,77.07,84.93
3945,77.13,85.12
3952,77.17,85.15
3959,77.16,85.29
3966,77.08,85.13
3975,77.17,84.99
3982,77.2,84.6
3989,77.24,84.54
3996,77.01,84.4
4003,77.29,84.48
4011,77.33,84.65
4019,77.31,84.49
4026,77.26,84.46
4033,77.21,84.42
4040,77.26,84.61
4047,77.15,84.75
4055,77.11,84.91
4062,77.04,84.83
4070,77.01,84.66
4077,76.85,84.83
4084,76.79,84.65
4091,76.95,84.34
4099,76.76,84.12
4106,76.58,84.47
4114,76.45,85.57
4121,76.79,86.24
4128,76.69,86.21
4135,77.45,85.61
4143,77.15,84.72
4150,76.88,83.77
4158,76.63,83.31
4165,76.36,83.66
4172,76.32,84.95
4179,76.54,86.89
4187,76.7,87.73
4194,76.64,86.65
4202,76.65,84.94
4209,76.84,83.99
4216,77.26,84.17
4224,77.23,85.01
4231,77.15,85.72
4238,77.18,85.98
4245,77.27,85.94
4253,77.36,85.82
4260,77.32,85.85
4268,77.44,85.74
4275,77.45,85.67
4282,77.48,85.33
4289,77.48,84.86
4297,77.49,84.57
4304,77.69,84.27
4312,77.78,84.02
4319,77.77,83.94
4326,77.86,83.99
4333,77.86,84.25
4341,77.7,84.27
4348,77.5,84.51
4356,77.41,84.73
4363,77.26,84.77
4370,77.41,84.63
4377,77.6,84.31
4385,77.8,83.55
4392,77.48,83.24
4400,77.1,83.57
4407,77.21,84.32
4414,77.31,85.25
4421,77.6,85.63
4429,77.55,85.22
