1020,39.94,42.51
1028,60.15,63.73
1035,70.26,73.94
1042,75.24,78.45
1049,77.54,80.67
1057,78.53,81.93
1064,79.21,82.95
1072,79.75,83.55
1079,80.04,83.8
1086,80.22,83.67
1093,80.23,83.5
1100,80.24,83.56
1108,80.16,83.5
1116,80.22,83.46
1123,80.08,83.62
1130,79.98,83.91
1137,79.9,83.82
1144,79.92,83.87
1153,80.08,83.94
1160,80.06,83.84
1167,79.97,83.81
1174,79.93,84.04
1181,80,84.16
1188,80.17,83.92
1196,80.27,84.04
1204,80.21,84.06
1211,80.24,83.95
1218,80.23,83.92
1225,80.34,83.79
1232,80.32,83.83
1240,80.35,83.79
1248,80.39,83.72
1255,80.28,83.72
1262,80.24,83.8
1269,80.18,83.68
1276,80.27,83.73
1284,80.38,83.74
1292,80.26,83.53
1299,80.34,83.58
1306,80.33,83.69
1313,80.29,83.89
1320,80.24,84.01
1328,80.17,83.98
1336,80.24,83.86
1343,79.95,83.43
1350,80.01,83.54
1357,80.32,83.8
1364,80.85,84.52
1372,80.4,85.17
1380,80.23,85.18
1387,80.29,84.44
1394,80.49,82.97
1401,80.72,81.54
1409,80.49,81.48
1416,80.14,82.85
1424,80.14,84.39
1431,80.29,85.67
1438,80.16,86.29
1445,80.08,85.47
1453,80.07,84.05
1460,80.16,83.42
1467,80.19,83.27
1475,80.18,83.55
1482,80.23,83.83
1489,80.3,83.79
1497,80.41,83.81
1504,80.48,83.8
1511,80.5,84.08
1519,80.64,84.36
1526,80.51,84.43
1533,80.32,84.45
1541,80.46,84.16
1548,80.3,84.2
1555,80.34,84.07
1563,80.29,84.08
1570,80.1,84.09
1577,80.36,83.93
1585,80.46,84.06
1592,80.39,84.38
1599,80.57,84.68
1606,80.59,84.35
1614,80.44,84.27
1622,80.54,83.99
1629,80.4,83.75
1636,80.59,83.52
1643,80.7,83.36
1650,80.24,83.41
1658,80.12,83.46
1666,80.42,83.75
1673,80.31,84.37
1680,80.49,84.79
1687,80.52,84.73
1694,80.36,83.97
1702,80.15,83.39
1710,80.24,83.21
1717,80.45,83.75
1724,80.61,84.33
1731,80.44,84.29
1738,80.34,84.09
1746,80.45,83.82
1754,80.48,83.87
1761,80.59,83.97
1768,80.34,83.9
1775,80.49,83.76
1782,80.29,83.77
1790,80.17,83.82
