3001,577852
3002,577852
3004,576923
3006,576636
3008,577995
3009,577379
3011,578356
3013,577420
3015,577193
3017,578527
3019,577952
3021,578986
3023,577990
3025,577765
3027,579162
3030,578589
3032,579575
3034,578624
3036,578378
3038,579827
3040,579246
3042,580304
3044,579119
3046,580460
3049,579909
3051,580947
3053,579938
3055,579718
3057,581087
3059,580509
3062,581529
3064,580276
3066,581610
3068,581053
3070,582048
3073,581034
3075,580775
3078,582200
3080,581551
3082,582597
3084,581532
3086,582797
3088,582197
3091,583260
3093,582274
3095,582089
3097,583453
3099,582896
3101,583906
3104,582913
3106,584130
3108,583647
3110,584670
3112,583669
3115,583656
3117,584882
3120,584345
3122,585399
3124,584365
3126,584388
3128,584949
3130,585965
3133,584899
3135,585008
3137,585835
3139,585323
3141,586301
3143,585246
3146,585436
3148,585555
3150,586549
3152,585439
3154,585593
3156,585987
3159,585540
3162,586608
3164,585380
3166,585599
3168,585830
3170,586344
3172,585082
3175,585399
3177,585434
3179,585034
3181,585937
3183,584785
3185,585066
3188,584932
3190,585503
3192,584306
3194,584678
3196,584467
3198,584109
3201,585098
3204,583915
3206,584367
3208,583993
3210,583731
3212,583585
3214,584056
3217,583626
3219,583347
3221,584381
3223,583214
3225,583815
3227,583305
3230,583122
3232,583044
3234,583669
3236,583186
3238,582989
3240,584093
3243,582989
3246,583674
3248,583103
3250,583072
3252,584161
3254,583730
3256,583187
3259,583201
3261,584274
3263,583239
3265,583938
3267,583481
3269,583445
3272,584612
3274,584284
3276,583732
3278,583681
3280,584868
3282,583873
3286,584616
3288,584122
3290,584127
3292,585275
3294,584260
3296,584615
3298,584615
3301,585761
3303,584786
3305,585545
3307,584996
3309,585060
3311,586268
3314,585228
3316,585587
3318,585586
3320,586736
3322,585789
3324,586640
3328,586093
3330,586171
3332,587337
3334,586347
3336,587233
3338,586768
3340,587928
3343,586916
3345,587762
3347,587233
3349,587313
3351,588444
3353,587486
3356,588308
3358,587974
3360,588986
3362,588049
3364,588895
3366,588359
3369,588555
3372,589488
3374,588533
3376,589429
3378,588892
3380,589964
3382,589028
3385,589942
3387,589357
3389,589750
3391,590422
3393,589527
3395,590456
3398,589858
3400,590757
3402,589950
3404,590887
3406,590267
3408,590818
3411,591085
3414,590377
3416,591277
3418,590705
3420,591293
3422,590697
3424,591643
3427,591055
3429,591766
3431,591716
3433,591028
3435,592062
3437,591514
3440,592203
3442,591484
3444,592467
3446,591906
3448,592722
3450,592456
3453,591951
3456,592986
3458,592444
3460,593324
3462,592914
3464,593484
3466,592933
3469,593905
3471,593419
3473,592940
3475,594005
3477,593444
3479,594418
3482,593737
3484,594313
3486,593676
3488,594641
3490,593807
3492,593301
3495,594193
3497,593467
3500,594266
3502,593273
3504,592504
3506,592276
3508,592874
3511,591561
3513,590609
3515,591053
3517,589913
3519,590265
3521,588793
3524,587735
3526,586760
3528,587129
3530,585663
3532,584530
3534,584907
3537,583635
3539,584026
3542,582558
3544,581497
3546,581924
3548,581235
3550,579826
3553,578882
3555,579383
3557,578346
3559,578920
3561,577652
3563,576828
3566,577382
3568,576486
3570,576033
3572,575308
3574,575972
3576,575160
3579,575985
3581,574854
3584,574295
3586,575091
3588,574306
3590,574209
3592,573714
3595,574601
3597,573924
3599,574887
3601,573992
3603,573605
3605,574522
3608,573851
3610,574915
3612,573675
3614,574608
3616,574009
3618,575114
3621,574194
3623,573984
3625,574873
3628,574348
3630,575474
3632,574531
3635,575322
3637,574898
3639,576034
3641,575249
3643,575200
3645,575763
3647,575412
3650,576607
3652,575789
3654,576309
3656,576025
3658,577218
3660,576430
3663,576603
3665,576843
3667,576625
3670,577859
3672,577016
3674,577425
3677,577259
3679,578509
3681,577695
3683,578049
3685,578001
3687,577823
3689,579123
3692,578277
3694,578663
3696,578386
3698,579689
3700,578885
3702,579349
3705,579044
3707,578986
3709,580282
3712,579524
3714,580068
3716,579690
3719,580980
3721,580196
3723,580783
3725,580339
3727,580421
3729,581758
3731,580959
3734,581598
3736,581084
3738,582535
3740,581679
3742,582408
3744,581714
3747,581860
3749,583211
3751,582291
3753,582986
3756,582271
3758,583617
3761,582714
3763,583446
3765,582506
3767,582591
3769,583867
3771,582934
3773,583565
3776,582639
3778,582656
3780,582923
3782,583470
3784,582535
3786,582457
3789,583677
3791,582730
3793,583252
3795,582322
3798,582168
3800,582345
3803,582901
3805,581909
3807,581783
3809,582974
3811,581908
3813,582505
3815,581477
3818,581432
3820,582617
3822,582129
3824,581187
3826,581107
3828,582227
3831,581180
3833,581821
3835,580791
3837,580773
3840,581914
3842,581446
3845,580519
3847,580564
3849,581717
3851,580663
3853,581346
3855,580354
3857,580440
3860,581582
3862,580577
3864,580307
3866,580464
3868,581637
3870,580650
3873,581385
3875,580415
3877,580707
3879,581755
3881,580802
3884,580620
3887,580936
3889,581937
3891,581080
3893,581815
3895,580946
3897,581373
3899,582189
3902,581390
3904,582174
3906,581852
3908,582480
3910,581785
3912,582584
3915,581732
3917,582384
3919,582899
3921,582206
3923,583132
3926,582938
3929,583326
3931,582647
3933,583591
3935,582755
3937,583566
3939,583849
3941,583247
3944,584119
3946,583336
3948,584305
3950,583804
3952,584790
3954,583889
3957,584844
3959,584803
3961,584375
3963,585389
3965,584514
3968,585342
3971,584913
3973,585887
3975,585067
3977,586108
3979,585875
3981,585436
3983,586406
3986,585587
3988,586667
3990,586034
3992,587004
3994,586161
3996,587296
3999,586821
4001,586479
4003,587482
4005,586614
4007,587780
4009,586944
4013,587936
4015,587103
4017,588289
4019,587719
4021,587364
4023,588383
4026,587553
4028,588728
4030,588169
4032,588851
4034,587969
4036,589094
4038,588506
4041,588239
4043,589223
4045,588369
4047,589518
4049,588943
4051,589575
4055,588675
4057,589894
4059,589311
4061,588949
4063,589942
4065,589090
4068,590264
4070,589700
4072,589323
4074,589447
4076,590697
4078,590082
4080,589760
4083,590711
4085,589868
4087,591110
4089,590558
4091,590235
4093,590359
4097,591681
4099,591063
4101,590730
4103,591762
4105,590896
4107,592176
4110,591570
4112,591232
4114,592271
4116,592732
4118,592080
4120,591717
4122,592707
4125,591750
4127,592999
4129,592354
4131,591949
4133,592741
4135,592833
4139,591882
4141,591424
4143,591881
4145,590588
4147,591429
4149,590227
4152,589614
4154,589497
4156,588130
4158,587300
4160,586612
4162,586226
4164,584744
4167,585258
4169,583918
4171,583240
4173,582711
4175,581326
4177,581941
4180,580111
4183,579476
4185,578262
4187,578973
4189,577748
4191,577351
4194,576688
4196,575623
4198,576414
4200,575185
4202,574499
4204,573609
4206,574538
4209,573518
4211,573532
4213,572835
4215,572133
4217,573173
4219,572279
4222,571698
4225,571148
4227,572268
4229,571485
4231,571688
